spotify_id,song_name,artist_name,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
79Nnbjlw4ulw59lkHUZm9N,Bonbon,Era Istrefi,59,167000,0.632,0.681,0,-5.023,0,0.115,0.128,1.53e-05,0.116,0.633,126.477,5
43zdsphuZLzwA9k4DJhU0I,when the party's over,Billie Eilish,85,196077,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,4
7KbF6AdprOXEEHlsq11Z6d,11 PM,Maluma,77,175733,0.777,0.712,10,-4.84,1,0.277,0.217,0.0,0.091,0.68,95.692,4
563SfWAHJs4FBZMkRN0IFN,Send My Love (To Your New Lover),Adele,76,223079,0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,4
42Biy57mEaVcTuNVzHspX3,Firestone - Live Acoustic Version,Kygo,41,226347,0.401,0.329,2,-11.035,1,0.0329,0.88,0.000637,0.105,0.293,105.864,4
7DnAm9FOTWE3cUvso43HhI,Sweet but Psycho,Ava Max,86,187436,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,4
2bCQHF9gdG5BNDVuEIEnNk,Smooth Criminal - 2012 Remaster,Michael Jackson,77,257760,0.853,0.981,8,-3.947,1,0.0751,0.247,0.468,0.306,0.595,118.193,4
2XXMDz7SPZ4mSFN1PXfHUy,Cuando Te Besé,Becky G,69,254383,0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,0.295,100.048,4
47TyfLrGhYHHyyQWk64d0M,Flor Pálida,Marc Anthony,74,280453,0.574,0.802,7,-3.976,1,0.0316,0.659,5.07e-06,0.0765,0.739,93.537,4
5u5MvmVtitax9R1Mxh3reC,Dile Que Tu Me Quieres,Ozuna,77,226520,0.773,0.757,1,-4.959,1,0.0526,0.0864,3.73e-06,0.0727,0.858,88.006,4
42ETKyApzUl8hTtytFAjen,8 Parche,Baani Sandhu,67,210000,0.652,0.862,8,-2.29,0,0.206,0.161,0.0,0.203,0.727,173.859,4
0b9oOr2ZgvyQu88wzixux9,This Is America,Childish Gambino,71,225773,0.854,0.463,5,-6.159,1,0.137,0.117,0.0,0.354,0.549,120.024,4
6DPp7xKJ4WS71HldGA038M,Esperándote,Manuel Turizo,69,199813,0.697,0.648,7,-7.123,1,0.128,0.425,0.0,0.191,0.313,186.125,4
3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,Eminem,90,284200,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,4
1l77YWrGUp3qX3NS1rz7lq,El Color de Tus Ojos,Banda MS de Sergio Lizárraga,78,202560,0.765,0.339,8,-8.965,1,0.0365,0.278,0.0,0.131,0.864,123.95,4
6HGoVbCUr63SgU3TjxEVj6,Satisfya,Imran Khan,70,180056,0.726,0.652,1,-7.764,0,0.11,0.00451,3.32e-05,0.226,0.803,163.879,4
3h4T9Bg8OVSUYa6danHeH5,Animals,Maroon 5,73,231013,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,4
5zSOVwaY3sVjnmLhuEfsuf,Tú Foto,Ozuna,74,193227,0.748,0.565,7,-5.895,1,0.0476,0.164,0.00169,0.103,0.812,175.92,4
7dSZ6zGTQx66c2GF91xCrb,PROVENZA,KAROL G,79,210200,0.87,0.516,1,-8.006,1,0.0541,0.656,0.00823,0.11,0.53,111.005,4
37kCg5izHEMZ66xGdMVG5L,Oye Mujer,Raymix,71,259240,0.746,0.585,4,-5.937,0,0.0491,0.168,0.0,0.264,0.948,182.018,4
3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time,Britney Spears,82,211067,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,4
4scpF6J5uMBvoh6sFB7EL1,No Type,Rae Sremmurd,73,200080,0.891,0.486,6,-7.803,1,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,4
2oMjKuKUEJFuLiVmTq7Vjx,TQG,KAROL G,75,198360,0.839,0.65,4,-3.38,0,0.212,0.666,0.0,0.126,0.7,90.015,4
1FzXFRQWwh8os0fR2VwbIF,I Don't Want to Talk About It,Rod Stewart,57,292187,0.47,0.476,10,-10.448,1,0.0272,0.448,0.000145,0.131,0.417,134.903,4
5T3rp70MEW4XnWv82BDVey,Nikle Currant,Jassie Gill,62,212925,0.811,0.921,5,-3.152,0,0.117,0.182,0.0,0.823,0.756,94.98,4
5hEM0JchdVzQ5PwvSfITeX,Me Llamas (feat. Maluma) - Remix,Piso 21,75,210323,0.76,0.838,7,-3.828,0,0.0529,0.547,1.3e-06,0.0664,0.745,93.05,4
1cdbkpZ3q1KYZDNSrOpdkb,Ice Cream (with Selena Gomez),BLACKPINK,69,175813,0.791,0.733,9,-3.852,1,0.35,0.0305,0.000169,0.0423,0.913,159.974,4
2xbvLQBFW7E9232BwMBljb,Badri Ki Dulhania (Title Track),Dev Negi,63,206859,0.759,0.952,2,-2.837,1,0.123,0.105,0.0,0.0693,0.812,128.039,4
1LIqNVhaIgxXUt2eVoIQJ3,HP,Maluma,73,184436,0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,4
01HRCKkLS0uVXJiAraAJUg,Jaa Raha Hoon,Altamash Faridi,12,237375,0.586,0.51,7,-8.404,0,0.033,0.657,4.61e-05,0.124,0.541,79.997,4
4HYDUMY0xSpeBr0AMY9cUz,La Curiosidad,Jay Wheeler,84,219048,0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,4
19gEmPjfqSZT0ulDRfjl0m,Hot N*gga,Bobby Shmurda,73,194561,0.794,0.51,9,-7.314,1,0.42,0.0505,1.81e-06,0.0562,0.18,167.879,4
0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,Coldplay,88,267867,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,4
3UGIZ8qcrMTwzLbx6Kttqt,Boyfriend,Justin Bieber,78,171333,0.717,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,96.976,4
2WfCIE28PgkAzaaT1X87dh,Coco Cola,Ruchika Jangid,24,146786,0.962,0.841,7,-3.354,0,0.0935,0.515,0.0,0.109,0.923,112.036,4
65vseJi4kug0grGTTSmH2u,Un Poco Loco,Luis Ángel Gómez Jaramillo,66,112205,0.624,0.5,7,-6.899,1,0.166,0.696,4.05e-05,0.372,0.562,95.234,3
5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),USHER,84,250373,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,4
3o3iS3AKDLARflaNeZW9kV,Price tag,Made famous by Jessie J Ft. B.o.B,17,209554,0.744,0.667,5,-5.825,1,0.155,0.111,0.00122,0.0994,0.817,174.945,4
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay,89,242373,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4
0n4bITAu0Y0nigrz3MFJMb,Blurred Lines,Robin Thicke,77,263827,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,4
2JPLbjOn0wPCngEot2STUS,Yonaguni,Bad Bunny,82,206710,0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,4
5Ravsw8TmHN5wBiYPPYUFw,Right Now (Na Na Na),Akon,79,240747,0.829,0.857,8,-4.194,0,0.152,0.26,0.0,0.415,0.586,137.979,4
5vj59ONIVbyhcrI8ZSwoRo,Sofia,Alvaro Soler,71,210467,0.688,0.729,2,-5.939,1,0.0315,0.109,0.0,0.225,0.909,127.998,4
62eIcWufZSMefHBswNiFac,"Don't Stop Me Now - Live, European Tour / 1979",Queen,37,268360,0.433,0.893,9,-10.337,0,0.149,0.00542,0.000558,0.704,0.196,159.465,4
6p5abLu89ZSSpRQnbK9Wqs,Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,55,226581,0.733,0.676,10,-5.655,0,0.0432,0.0697,0.0,0.208,0.701,97.448,4
1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,85,216933,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,4
6NEoeBLQbOMw92qMeLfI40,WHISTLE,BLACKPINK,76,211632,0.818,0.723,11,-4.82,1,0.114,0.00561,0.0,0.0866,0.607,102.945,4
2C2TGgFzrTRIOdQS1vUN5h,Ginza,J Balvin,74,171093,0.73,0.809,5,-6.406,0,0.0876,0.208,0.0013,0.0804,0.825,101.965,4
3Vo4wInECJQuz9BIBMOu8i,Finesse - Remix; feat. Cardi B,Bruno Mars,77,217289,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,4
1XGmzt0PVuFgQYYnV2It7A,Payphone,Maroon 5,86,231173,0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,4
3JvKfv6T31zO0ini8iNItO,Another Love,Tom Odell,92,244360,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,4
0dnDTvdUco2UbaBjUtPxNS,Buttabomma - Telugu,Armaan Malik,65,198783,0.666,0.644,11,-8.964,0,0.145,0.753,0.000262,0.124,0.89,115.1,4
07nH4ifBxUB4lZcsf44Brn,Blame (feat. John Newman),Calvin Harris,80,212960,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,4
6wJwkMo278iWVlWl1XQ4WA,The Heart Wants What It Wants,Selena Gomez,74,227373,0.616,0.789,7,-4.874,0,0.0377,0.053,0.0,0.142,0.621,83.066,4
29x3S9kmzTGHswtjSVeUPr,PLAYING WITH FIRE - Japanese Version,BLACKPINK,50,195987,0.664,0.764,4,-3.915,0,0.0661,0.0243,0.0,0.163,0.656,97.029,4
3RD0PGolM0mETGHaprwgMn,Culpables,Manuel Turizo,65,233930,0.573,0.31,3,-11.134,1,0.296,0.94,5.65e-06,0.198,0.764,177.601,4
2zvDnNLW4yZ4a0YcGiOEBX,GOOBA,6ix9ine,69,132303,0.611,0.688,1,-5.688,1,0.341,0.0264,0.0,0.251,0.393,178.462,4
3JJjhzGHdP00RK8eijGHks,La Ocasión,Joy Rivera,33,211995,0.721,0.905,9,-4.233,0,0.0754,0.288,2.35e-05,0.0936,0.575,92.971,4
77zoxnZOLD90Wnfg888NKg,Yo Tambien (In The Style Of Romeo Santos & Marc Anthony) [Tribute Version],Brava HitMakers,9,311745,0.623,0.664,4,-7.204,0,0.0372,0.497,4.76e-06,0.0917,0.509,90.351,4
43wgyQXc2M9KmTDUqVzugM,I Got Love,MiyaGi & Endspiel,68,276688,0.666,0.862,2,-4.376,0,0.203,0.154,0.0,0.139,0.203,106.028,4
4PHX6bpHDxiR9RGzAKWcyk,Cuando Me Enamoro,Enrique Iglesias,77,200587,0.82,0.813,1,-3.646,1,0.0268,0.0106,4.84e-05,0.0893,0.893,126.026,4
4ZRrLHqzhGRXYj2qcB4s5S,Tattoo - Remix with Camilo,Rauw Alejandro,68,222680,0.848,0.637,9,-5.132,1,0.156,0.0413,0.0,0.0521,0.698,96.988,4
05SBRd4fXgn8FX7bf8BCAE,I Need Your Love (feat. Ellie Goulding),Calvin Harris,75,234507,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,4
01ksPzu3Bw8Lsf9o6xIk8C,Mi Último Deseo,Banda Los Recoditos,76,163560,0.844,0.639,11,-4.461,0,0.0437,0.62,0.0,0.46,0.974,121.033,3
4nTduFjaTmGysc9WKNuCcs,Vida de Rico,Camilo,73,184722,0.808,0.497,6,-4.008,1,0.0453,0.18,0.0,0.0642,0.962,87.987,4
0snQkGI5qnAmohLE7jTsTn,Toxicity,System Of A Down,84,218933,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,3
2d8JP84HNLKhmd6IYOoupQ,Trap Queen,Fetty Wap,77,222093,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,4
7Cd17G3oNQ34OWUwS8ZxfR,Lemon,Kenshi Yonezu,59,256107,0.532,0.661,11,-4.924,1,0.0268,0.366,0.0,0.354,0.446,86.983,4
7EVk9tRb6beJLTHrg6AkY9,Tuesday (feat. Danelle Sandoval),Burak Yeter,72,241875,0.841,0.639,9,-6.052,0,0.0688,0.0156,0.0654,0.0545,0.675,99.002,4
27hr2hRKgPXxQACTqbss4f,Prada - Slowed + Reverb,Aesthetic Future,13,166354,0.802,0.717,0,-12.507,1,0.0356,0.483,0.919,0.104,0.104,110.013,4
5fwSHlTEWpluwOM0Sxnh5k,Pepas,Farruko,82,287120,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,4
76cy1WJvNGJTj78UqeA5zr,IDGAF,Dua Lipa,82,217947,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,4
6r8k1vznHrzlEKYxL4dZEe,La Isla Bonita,Madonna,73,242733,0.724,0.822,1,-4.374,0,0.0333,0.304,1.38e-05,0.0553,0.964,99.9,4
7z9jlXjPWxY1yJ7Y3cNPNk,Crazy Frog in the House - Radio Edit,Crazy Frog,49,179173,0.805,0.996,2,-1.361,1,0.145,0.0787,0.187,0.0647,0.717,114.991,4
2FRnf9qhLbvw8fu4IBXx78,Last Christmas,Wham!,93,262960,0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,4
3NLrRZoMF0Lx6zTlYqeIo4,Here Without You,3 Doors Down,79,238733,0.557,0.533,10,-6.817,0,0.0252,0.0492,0.0,0.205,0.233,143.994,4
2FIm6YsSGL5acOqSuJDh5s,Me Acostumbre (feat. Bad Bunny),Arcángel,73,263288,0.808,0.586,10,-7.242,0,0.169,0.641,0.0,0.14,0.568,124.041,4
2RVrdr062uLFxXwIxwdXPH,Te Amo,Piso 21,76,201122,0.849,0.724,5,-4.139,1,0.0665,0.0204,5.98e-06,0.235,0.63,98.005,4
1eMVXXpNPEUdFRy5ZH7FpM,DADDY,PSY,62,230635,0.762,0.869,6,-3.287,0,0.13,0.0793,0.0,0.137,0.747,132.05,4
6FZDfxM3a3UCqtzo5pxSLZ,Without Me,Halsey,84,201661,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4
5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),The Kid LAROI,85,141806,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,4
2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,80,225053,0.63,0.53,0,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108.038,3
6mNLjPUswoARSiqMxcaG2Y,No Te Contaron Mal,Christian Nodal,36,156520,0.646,0.568,9,-3.077,0,0.0379,0.369,0.0,0.151,0.653,81.387,4
4QtiVmuA88tPQiCOHZuQ5b,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofía Reyes,69,201526,0.792,0.895,1,-3.112,0,0.0589,0.165,0.0,0.0501,0.794,94.968,4
39LLxExYz6ewLAcYrzQQyP,Levitating,Dua Lipa,81,203808,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,4
6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,Bad Bunny,89,178567,0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,4
1rIKgCH4H52lrvDcz50hS8,Lush Life,Zara Larsson,81,201122,0.694,0.712,7,-3.923,0,0.046,0.132,0.0,0.211,0.799,98.023,4
37R0bQOQj5a7DOqh1TGzvB,One Call Away,Charlie Puth,75,194453,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,4
1B75hgRqe7A4fwee3g3Wmu,U Can't Touch This,MC Hammer,75,257360,0.867,0.517,11,-13.222,0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,4
2BgEsaKNfHUdlh97KmvFyo,2002,Anne-Marie,83,186987,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,4
6E5pe8Zb3Od3ToEBwRxHSt,Pump It (As Made Famous By Black Eyed Peas Instrumental Cover),The Beat Mechanics,11,217720,0.736,0.824,1,-3.401,0,0.145,0.000628,0.942,0.325,0.755,153.609,4
2o5woNaj4eQXCwbrJ001A2,Mama - Acoustic,Jonas Blue,56,192277,0.463,0.367,10,-5.881,0,0.0686,0.769,0.0,0.0782,0.577,87.689,4
5BSclXJTa9B0iURhUjZo50,La Tortura (feat. Alejandro Sanz),Shakira,78,212893,0.74,0.783,0,-5.367,1,0.0427,0.0297,0.000308,0.123,0.812,100.011,4
5hUYsaOyMY32yjRXeuQwGj,Mirror,Lil Wayne,78,228093,0.328,0.622,5,-7.291,0,0.0866,0.858,0.0,0.104,0.401,74.267,4
1hjRhYpWyqDpPahmSlUTlc,Style (Taylor's Version),Taylor Swift,88,231000,0.575,0.824,2,-4.823,1,0.038,0.000418,0.0214,0.0901,0.292,94.971,4
0uxTfF35vomzEtb7sHlP1N,3 Daqat,Abu,66,275228,0.826,0.71,6,-7.547,1,0.0389,0.362,3.39e-06,0.0392,0.647,117.999,4
0M3HkE321xpCbCYqVKzr1q,It Will Rain,Bruno Mars,84,257720,0.576,0.835,2,-6.826,1,0.0486,0.337,0.0,0.082,0.476,150.017,4
1uzkWkIaWaxzHJgJ4Fy5rO,Bole Chudiyan,Jatin-Lalit,66,408133,0.59,0.875,5,-5.294,1,0.171,0.45,1.16e-05,0.164,0.737,96.915,4
3P3pw6C19j31Rnzgo3JG7o,Perfect Strangers,Jonas Blue,79,196613,0.73,0.861,1,-4.1,1,0.0451,0.39,0.0,0.213,0.704,117.965,4
68av1mZz0VsIYXJWATZWUW,Zemër,Soolking,64,224713,0.782,0.864,11,-2.918,0,0.053,0.299,0.0,0.0876,0.941,156.989,4
5J4ZkQpzMUFojo1CtAZYpn,Love Me Harder,Ariana Grande,81,236133,0.472,0.714,1,-4.389,0,0.0334,0.00937,0.0,0.0764,0.24,98.992,4
1myzcUZDmZ5m1EgGv19c76,Paani Paani,Badshah,55,174002,0.886,0.579,0,-7.231,1,0.209,0.236,4.23e-06,0.0586,0.427,105.028,4
3tA0vALUwrzkTgHcm9j6oJ,Notificação Preferida - Ao Vivo,Zé Neto & Cristiano,73,182341,0.398,0.838,8,-4.734,0,0.13,0.778,0.0,0.189,0.206,156.008,3
1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,Bad Bunny,86,243717,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,4
3kpYJjvM8Ja6btr5hEJLWc,Venom - Music From The Motion Picture,Eminem,74,269573,0.75,0.789,0,-5.058,1,0.0647,0.0148,0.0,0.501,0.467,135.954,4
7EiZI6JVHllARrX9PUvAdX,Low Life (feat. The Weeknd),Future,86,313547,0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961,4
1LiN0Z98FkR1t0m8KmLcAH,Amanece,Anuel AA,84,190005,0.79,0.631,8,-5.549,0,0.0425,0.437,0.0,0.158,0.889,94.039,4
0rUN8ascPVT9iiLzC5ocPw,Abhi Toh Party Shuru Hui Hai,Badshah,59,179912,0.806,0.815,3,-5.373,0,0.0599,0.0081,2.35e-05,0.586,0.678,129.999,4
4dASQiO1Eoo3RJvt74FtXB,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,77,243491,0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169.021,4
6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),Sam Smith,75,171030,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,4
5stPVcRqb4qixbafP9e8lt,Hola - Remix,Dalex,73,249520,0.655,0.672,0,-5.98,0,0.311,0.471,0.0,0.0767,0.343,181.877,4
6eN1f9KNmiWEhpE2RhQqB5,Paradise City,Guns N' Roses,83,405600,0.268,0.98,11,-5.958,1,0.103,0.0192,0.00709,0.182,0.395,100.315,4
6bLopGnirdrilrpdVB6Um1,The Greatest,Sia,77,210920,0.639,0.785,10,-6.167,0,0.174,0.0174,0.00107,0.0512,0.686,191.95,4
314QzMOrpNUqWBUozYshf6,Buttons,The Pussycat Dolls,72,225560,0.565,0.817,2,-4.338,1,0.27,0.152,0.0,0.247,0.477,210.851,4
5tf1VVWniHgryyumXyJM7w,Sugar (feat. Francesco Yates),Robin Schulz,80,219043,0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063,4
7FfpP3YZ6fOWMdxkIAtud9,Krippy Kush,Farruko,66,230520,0.708,0.56,9,-7.132,1,0.129,0.0668,0.0,0.111,0.411,163.043,4
76puoNshqjAAocKl5KbmpQ,I Have Nothing - Film Version,Whitney Houston,52,296040,0.486,0.448,7,-9.133,1,0.0342,0.757,0.0,0.0852,0.17,152.864,3
1r299qCKBLgUS9XJ9m1kEx,Moves Like Jagger,Maroon 5,72,202640,0.72,0.751,11,-4.484,0,0.0462,0.0113,0.0,0.353,0.599,128.017,4
6LoQHIo74tOzQ8EsLEkhgF,Come & Get It,Selena Gomez,73,231987,0.546,0.787,7,-4.1,0,0.0517,0.0101,0.00021,0.0809,0.573,79.979,4
23L5CiUhw2jV1OIMwthR3S,In the Name of Love,Martin Garrix,82,195707,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,4
0GjEhVFGZW8afUYGChu3Rr,Dancing Queen,ABBA,86,230400,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,4
1xK1Gg9SxG8fy2Ya373oqb,Bandido,Myke Towers,75,232853,0.713,0.617,8,-4.637,1,0.0887,0.122,0.0,0.0962,0.682,168.021,4
7sFYVcKSb24qg0dAkqLEFj,Mi Cama,KAROL G,60,151400,0.826,0.815,9,-4.773,1,0.0875,0.222,6.96e-05,0.0964,0.68,163.073,4
5vL0yvddknhGj7IrBc6UTj,This Is How We Do,Katy Perry,59,204285,0.69,0.636,9,-6.028,0,0.0457,0.0203,0.0,0.147,0.8,96.0,4
3dYD57lRAUcMHufyqn9GcI,Take Me To Church,Hozier,86,241688,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,4
03EnOL1O9EKi9CFNmPyrCm,Please Forgive Me,Bryan Adams,70,355640,0.555,0.46,9,-7.032,1,0.0277,0.497,0.0,0.103,0.146,67.027,3
3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",Ariana Grande,83,207320,0.717,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,4
0eNiqkazTEYJJ8fMRPyJx8,Laila Main Laila,Pawni Pandey,37,306582,0.622,0.924,4,-4.481,0,0.142,0.00764,2.61e-06,0.557,0.506,135.968,4
3G8o2zm7LaF6eeVuvLlrkJ,3 Peg,Sharry Mann,64,204396,0.69,0.926,0,-0.223,0,0.253,0.14,0.0,0.112,0.791,167.927,4
1YMLgvsQdE27r30q0fsLeV,Tera Fitoor,Arijit Singh,74,310000,0.576,0.688,9,-5.136,1,0.0319,0.346,0.0439,0.262,0.726,135.984,4
5T7ZFtCcOgkpjxcuaeZbw0,Best Song Ever,One Direction,78,200107,0.652,0.877,1,-2.986,1,0.0465,0.0227,0.0,0.0789,0.486,118.491,4
0d28khcov6AiegSCpG5TuT,Feel Good Inc.,Gorillaz,86,222640,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,4
3k9FFXVPn3ua8dlpkxlCvZ,Prayer in C - Robin Schulz Remix,Lilly Wood and The Prick,47,322688,0.783,0.622,0,-6.384,1,0.0366,0.00261,0.0122,0.0641,0.878,123.004,4
3di5hcvxxciiqwMH1jarhY,Set Fire to the Rain,Adele,86,242974,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,4
275a9yzwGB6ncAW4SxY7q3,Panda,Desiigner,69,247867,0.685,0.731,10,-5.503,0,0.414,0.0292,0.0,0.369,0.266,145.245,4
6UR5tB1wVm7qvH4xfsHr8m,Disfruto,Carla Morrison,76,244973,0.658,0.133,1,-11.254,0,0.0352,0.901,0.0,0.106,0.122,91.054,4
682XjN6L1Qhs5rXbuGSQKK,Ninguém Explica Deus (feat. Gabriela Rocha) - Ao Vivo,Preto no Branco,70,390387,0.384,0.362,7,-7.414,1,0.0274,0.815,0.0,0.313,0.38,92.411,4
5M6bJO7Cfl4lnPoAHG0EdD,Amor a Primera Vista,Los Ángeles Azules,74,220941,0.657,0.763,0,-6.316,1,0.0583,0.323,0.0,0.405,0.95,170.155,4
5OGxg1400HmCYVRHuccZWw,Blinding Lights - Live,The Weeknd,53,253365,0.396,0.867,10,-5.459,1,0.0629,0.00135,0.00184,0.729,0.0915,170.91,4
4EMbybK0uJ7HORa61dEgHs,Colgando en tus manos (con Marta Sánchez),Carlos Baute,47,230280,0.836,0.637,6,-4.803,1,0.0367,0.535,0.0,0.129,0.875,120.025,4
6nOJ1EJYDa5QCI6RGBuozw,Así Fue - En Vivo [Desde el Instituto Nacional de Bellas Artes],Juan Gabriel,68,444533,0.577,0.674,1,-7.734,0,0.0412,0.0337,3.26e-05,0.966,0.4,105.708,4
6b2UhdPukj6Y9o9BN2aPFx,"Papa Mere Papa (From ""Main Aisa Hi Hoon"")",Sonu Nigam,9,434987,0.578,0.643,9,-6.658,1,0.0544,0.178,0.000279,0.106,0.505,172.01,4
5G2c6FsfTzgYUzageCmfXY,One Thing,One Direction,75,197600,0.713,0.718,2,-3.806,1,0.0278,0.00233,0.0,0.0838,0.656,126.999,4
7AFASza1mXqntmGtbxXprO,changes,XXXTENTACION,80,121887,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,4
1nocRtwyNPVtGcIJqfgdzZ,Tutu,Camilo,66,178613,0.731,0.832,9,-2.592,1,0.0503,0.273,0.0,0.0665,0.94,146.013,4
4RNzKQEzmlvVHca4t6Txkj,Tu Postura,Banda MS de Sergio Lizárraga,70,281400,0.779,0.373,2,-7.968,1,0.0372,0.226,6.41e-06,0.0978,0.499,119.946,4
1KRZu8BsxviSQ0e6BSNPLS,Gerhi Route Mashup,Parmish Verma,33,408880,0.798,0.695,11,-8.187,0,0.262,0.0698,0.0,0.35,0.398,135.037,4
5HQVUIKwCEXpe7JIHyY734,"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,78,207333,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078,4
4ywvnllm7kpaXDsa1VNNpY,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,68,210960,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,4
1OEoNpiyqBghuEUaT6Je6U,Patience,Guns N' Roses,75,354880,0.457,0.297,6,-12.511,1,0.0306,0.686,0.000107,0.109,0.333,120.021,4
4ILc7H2NfGbzbrHBclNOtB,Dil Meri Na Sune,Atif Aslam,67,236000,0.574,0.729,9,-4.2,1,0.0473,0.349,1.85e-06,0.664,0.47,163.748,4
6XjJXPP3UiGtAQpYkD01c0,Chittiyaan Kalaiyaan,Meet Bros Anjjan,70,246100,0.793,0.887,7,-5.285,1,0.0954,0.0962,6.39e-05,0.623,0.602,100.007,4
